Name,Type,Skills,Bio,File_name
Tel'Annas,['marksman'],"['Eagle Eye', 'Penetrating Shot', 'Arrow of Chaos']","After bidding farewell to her verdant homeland where she had slumbered for a millennium, the newly awakened Elven Queen Tel'Annas shone like the morning star.As one of the valiant warriors who resisted the first invasion by the dark forces, the legend of Tel'Annas and her unrivaled archery skills became the subject of numerous songs and poems throughout the centuries. Renowned for her remarkable deeds in the decisive final battle against the invading horde, it was Tel'Annas who shot the lone arrow that mortally wounded the Lord of Darkness, securing the survival of all living things that had lost the protection of the Gods in this terrifying episode in history.However, Tel'Annas paid the ultimate price when her body and mind were corrupted by the dark power unleashed by the Lord of Darkness in his final moment. She was forced to seal herself and fall into a deep sleep that would last a thousand years, until all of the dark power within her was neutralized. For the entire duration of her slumber, Maloch, the successor of the Lord of Darkness, tried to break the seal and take the dark power inside Tel'Annas, but the seal was far stronger than he imagined.Seeing his opportunity during the second invasion by the dark forces, Maloch ordered a massacre of the Afata, forcing Tel'Annas to break the seal and return to the battlefield. Her striking face bore not a trace of the thousand years that had passed, and her mastery over her formidable power showed that she was fully capable of manipulating the explosive dark power that coursed through her. Confronting the army of demons, spirits and corrupted souls, Tel'Annas once again drew her bow to defend the life and dignity of all living things.The radiance of the morning star will forever protect this land.",Tel'Annas_image.jpg
Thane,['tank'],"['Valiant Charge', ""Avalon's Fury"", ""King's Glory""]","Thane's name is seemingly written on the first page of every book on human history. Not only did he break the dark reign, but he was also the pioneer of technology. In a time when faith was scarce and demons ran amok, humans used technology to break away from being ruled by demons and became their own masters.From a refugee that could barely protect himself to a king that everyone admires, Thane has undergone arduous training, has seen dead bodies covering battlefields, has slain countless demons and has lost countless friends. But Thane never gave up, and he always led his troops through dark times, clinging onto glimpses of hope when there was almost none.On the day of his ascension to the throne, he earned enormous respect from his people. Even though the Temple was wary of his rise, and dubious politics overshadowed the capital, people still believed that Thane would be the one to lead them to a bright and peaceful future.That's why Valhein, The Demon Hunter, brought his people from afar and swore fealty to Thane.That's why Astrid, The Indomitable, risked the honor of her family and cleared the way for Thane to become king.That's why Raz, The Fist, became a spy and formed the resistance in an enemy camp.Human fighters have decided to stop fighting against each other and unite under Thane, combining their strengths to create a tidal wave that will push history forward and drive the demons back to their abyss. When a savage beast learns self-control, even gods should be afraid. Throughout all of this, Thane has kept his head cool, because when the horn of war is blown, he will lead the charge.With this sword in my hand, I will vanquish all evil!",Thane_image.jpg
The Flash,['mage'],"['Super Speed', 'Mach Punch', 'Cyclone']","Barry Allen was always moving a mile a minute—no one could ever get him to slow down. That changed the day his mother was murdered. Once a hyperactive kid who drove his teachers crazy, Barry’s energy was harnessed into a single-minded focus to find his mother’s true killer. His drive for justice led to a career as a forensic scientist, and he was completely absorbed by his work. When a freak lightning bolt hit his lab, Barry was imbued with the power of super-speed, becoming the Flash. Now, he races up buildings, across oceans, and around the world to stop those who transgress against justice. With his ability to run at near light-speeds, Barry has discovered the ultimate adrenaline rush. Through determination and concentration, the Flash has been able to learn how to phase through objects, create sonic booms with the snap of his fingers—and never lose a race. But the Flash’s abilities were put to the ultimate test by an unexpected event. As he attempted to save a group of children from a school fire, the Flash pushed his abilities to the limit, moving so fast that he approached the horizon of the speed of light. As part of his successful rescue of the children, the Flash tapped into the very heart of the Speed Force—the mysterious extra-dimensional energy that powered his abilities—and found himself swept into the Speed Force itself. Awash in the flowing, morphing, hyper-dimensional currents of the Speed Force, the Flash catapulted through several alternate realities, until he found himself in a magical land called Athanor. At first, the Flash lamented being marooned in this perilous realm, but soon discovered that where the Speed Force is concerned, there are no coincidences. In Athanor, the Flash discovered that the Speed Force was being syphoned into Athanor by one of the Lokheim generals—resulting in the catastrophe that kept him trapped in Athanor. The Flash has joined up with the rest of the Justice League members to uncover the mysteries of Athanor and restore the Speed Force. As he embarks on his quest, the Flash may uncover the true nature of his abilities—and this discovery will have ramifications not only for his own abilities, but for all the speedsters who have ever merged with the Speed Force.",The Flash_image.jpg
The Joker,['marksman'],"['The Killing Joke', 'Pick a Card, Any Card', 'Canned Laughter']","The Joker's origins are shrouded in mystery, but what is known is that he was once a small-time criminal who, after a freak accident, transformed into the Clown Prince of Crime. The Joker's belief that life can change at any moment drives his thirst for chaos, which has fueled his reign of terror in Gotham City. Believing that life is nothing more than a cosmic joke, the Joker has dedicated himself to showing others—the whole world, even—that in one moment, your whole life can get turned upside down. The Joker has kidnapped, crippled, maimed, murdered, and tortured countless individuals throughout the world, but his locus of operations is Gotham City. Or, it was. In Gotham, the Joker was obsessed with the punchline to his best joke: the destruction of Batman's ideals. Yet, try as he might, no matter how agonizing nor how elaborate the situation, Batman refused to give in to the Joker's games. Even after the Joker's actions cost Batman some of his dearest allies, the Dark Knight would not break. Instead, Batman turned the tables on the Joker by utilizing a highly modified version of Scarecrow's fear toxin. Prior to this moment, the Joker had never truly tasted fear. With Batman's altered fear toxin sluicing through his veins, the Joker was terrified for the first time. The traumatic nature of the experience was enough to unmoor the last fastenings of the Joker's sanity. Rather than stand trial for his crimes, he was committed to Arkham Asylum. Here, the Joker was a comedian without a joke. What could be truly funny in the face of true terror? The Joker began to despair that he might never laugh at the world ever again. That changed when a new inmate was brought into Arkham. This man, too, was mad, but in between his demented ravings he spouted lucid streams of mathematical equations and whispered incantations in hushed tones. And when he would sleep, a single phrase was on his lips: Athanor… Athanor. The man's madness intrigued the Joker. With some charm and deception Joker befriended the inmate and learned of where the man had come from. A scientist in a former life, the Arkham inmate had studied radiation spikes across the world that coincided with paranormal phenomena. The scientist had found the answer to these riddles: a portal to another world. The scientist spoke of this realm, Athanor, with reverent tones. It was clear that the experience had changed the scientist profoundly. The Joker was not in search of spiritual enlightenment or an experience that would cure his madness; no, he longed to see this world of beauty and order, so that he might make a grand joke of it. With his mind finally resolved to a productive endeavor, the Joker escaped Arkham, as he had so many times before. This time, instead of wreaking havoc upon Gotham, the newly freed Joker made for Athanor. After months of searching, the Joker finally found the portal to Athanor. And now, even the gods who contend to rule that realm will have to wrestle with the man who is chaos personified.",The Joker_image.jpg
Toro,['tank'],"['Bull Rush', 'Battlecry', 'Cracked Earth']","Wukong, you'll reap what you sow!Toro still held a grudge against Wukong even after all of those years. As the master of Accumlated Thunder Mountain and Emerald Cloud Mountain, Toro was considered one of the great lords of the world. His strength and power were so renowned that he was ranked as the highest of the seven demon kings, even above the great Wukong.Indeed, Toro once shared a good time with Wukong, but everything had turned sour since Wukong's epic journey. Because of Wukong, Toro's concubine was killed and his son taken away by Boddhisattva Guanyin. We're sworn brothers and we said we would be brothers no matter what. Why is he always messing with me? Toro still loses his mind every time he thinks of these tragic events.Toro wanted to confront Wukong to set things straight, but Wukong had become a Buddha upon finishing his journey. Toro felt inferior. After learning that Wukong was heading to Athanor, Toro seized the opportunity and followed Wukong. He won the Afata's trust by revealing his true identity and now looks forward to the decisive battle with his sworn brother.Where is that stupid monkey? I'm gonna teach him a lesson… with my fists.",Toro_image.jpg
Tulen,['mage'],"['Ion Blasts', 'Lightning Strike', 'Thunderbird']","Thunder! At my beck and call!Tulen was a demigod born to the call of thunder and lightning. He was an extraordinary child, able to bend thunder and lightning to his will. The thunder Tulen created was a thousand times stronger than regular magic. Some would call it godlike. Ilumia the Seer saw fit to place him under the tutelage of Aleister in order to learn the intricacies of his powers.Yet, the sly Aleister did not take a liking to Tulen. He sensed that Tulen would one day take his place, and thus decided he would teach Tulen nothing, not a single spell. Unfortunately, for Aleister, this method of teaching worked in Tulen's favor. His innate ability to control thunder allowed him to harness his powers without spells. While his vivid imagination propelled his powers to even greater heights.Tulen's success sent Aleister into a spiral that would eventually lead to his downfall. Tulen was not blind to his teacher's ploy, however. He had no intention of taking Aleister's place. Far from it. Yet, he also had no intention of giving anyone else the throne of thunder. He wanted the absolute freedom Aleister had... something a pupil like him would have great difficulty achieving.Finally, Tulen descended upon the temple with his godlike thunder and wiped away his teacher's sigil, burning his own upon the throne before stunned eyes. In so doing, he proved that he not only had the strength to take Aleister's place, but that the throne of thunder had already chosen him. Then, under Ilumia's guidance, Tulen successfully ascended the throne of thunder.His first task was to recapture the throne's previous owner – his own teacher, Aleister, for without Aleister, Tulen only held the title without the power. Tulen understood that this near-impossible task was given to him to curb his wanton display of power, but he didn't care.No one understands what I truly desire!",Tulen_image.jpg
Valhein,['marksman'],"['Bloody Hunt', 'Curse of Death', 'Bullet Storm']","At the eastern Gobi desert, the Demon Hunters, led by Valhein, had already been journeying in the enemy territory for weeks.The Allied Army, working in two routes in the north and south, had sent their main forces to the front in a desperate attempt to take out two major enemy contingents. The strategy proposed by Thane, the Commander in Chief of the Allied Army, was undoubtedly the one that would end the war the quickest, but it also meant that when Murad burst in, bringing news on the unrest in the eastern desert area, there was not a single troop to spare in the whole Alliance that could help him.In the end, the Federation of the Free, the Norman Kingdom and the Council had to each send some men to form a legion of “New Demon Hunters”, which would be in charge of the honorable task of taking out the newfound enemies. Instead of following the footsteps of their predecessors in the history books and clearing out troublesome invaders at the rear of the army, this flexible and speedy group was destined to step onto the battlefield themselves.“We have a huge disadvantage in numbers. However, we have kept a low profile while the enemies are out there being obvious targets, and we have more elite fighters on our side. We shall have the upper hand if we take the initiative to attack instead of defending,” Valhein, the Deputy Commander of the Demon Hunters, surmised after a quick analysis of the battlefield reports. According to him, though the Demon Hunters were a skilled bunch with excellent equipment, they were still not a regular tactical troop after all. If their plan was to head deep into the enemy territory with very few supplies, advanced equipment could in fact be cumbersome.The strategy proposed by Valhein was supported by all at the military meeting. Violet, his former Commander turned ranger, was supportive of his ideas as well.“So that clumsy, wide-eyed boy has grown into an outstanding Commander, eh?” Violet joked.Seeing that the elder was the only one left in the tent, Valhein finally relaxed, breathing a sigh of relief and rubbing his cheeks. It was his way to de-stress, and Violet, his long-time partner in crime, knew this only too well.“It’s difficult, huh? To keep such a great team running?” Violet said. She was serious now, voice soft and soothing, as if she was comforting Valhein while questioning herself at the same time.“I still have a long way to go before I can become as great as you and the old man.” Valhein chuckled. “Back when you were in charge, you coached us into the best army in the whole Federation and still had time to get manicures and pluck your eyebrows. Now, that was something, huh?”“Shut up. You know very well you’d never have the chance to replace me if I hadn’t resigned.” Violet laughed, teasing Valhein just a little bit.Ignoring her comment, Valhein continued. “Actually… I’m scared. Even though you all agreed with my plan, I’m still worried. The environment is hostile, and we have no backup. If anything happens, we could very well be wiped out. I’m not scared of death, you know that—I’ve had my will written ever since the day I joined the army. But I don’t want my team, my brothers, to lose their lives because of my decision… They all have families, you know? They’re not like us, we have no ties.”“Don’t give yourself too much pressure. You’re the Commander, your job is to win the war first and foremost. As for the risks and sacrifices along the way—you don’t have full control over those, and you never will. You need to learn to accept that.” Violet paused, then continued. “You’ve done great since the beginning. Even the old man or I wouldn’t have been able to do better.”“Thank you,” Valhein whispered. “For the kind words. And for returning to help us.”“Geez, you sap!” Violet slapped Valhein on the back of his head. “I’m here for the cash!”Valhein lifted his right hand and saluted. It somehow seemed like the right thing to do.He knew that Violet wasn’t actually here for the commission. Humans had souls, as did legions. No warrior of the Demon Hunters legion, retired or not, could ever forget the glory and responsibility that came with the title. That was where the soul of the legion lay.“We do not sleep. The lives of Demons we reap.”“We carry knives. We find those from the Abyss and take their lives.”“We trust our brothers. Together, we take out all others.”“We are not afraid to die. So hear our war cry!”Silently chanting the Demon Hunter pledge of olden times, Valhein let himself soak up the power and courage of the weak humans from a thousand years ago, when they first faced the terrors that were the Demons.“Where there is darkness, we fight!”",Valhein_image.jpg
Veera,['mage'],"['Hell Bat', 'Mesmerize', 'Inferno Bats']","I am Veera, Queen of the Night.Before she had turned to the Abyss, Veera was merely one of many demi-gods scattered throughout the realm, and not a particularly powerful one at that. The Creator may have blessed demi-gods with perfection in body and spirit, but not all of them actually achieve such perfection. Some, like Veera, were born with imperfections left from the time of creation, which neither spell nor potion could heal.Veera depended on her wits to survive. Before she went to bed each night, she analyzed everything that happened that day, seeking a better, more effective solution to everything, and teaching the solution to other sentient beings. Over time, Veera became known as the greatest sage of the land, the one to seek out to answer any question and solve any problem, and she leveraged her wisdom to earn a living.Among Veera's visitors, Maloch was the most unusual. Incredibly strong and quick to anger, deep inside his heart was as pure and simple as that of a child. Under Veera's guidance he learned to control and direct his destructive power, cleaving roads through mountains and turning rivers as needed. As they changed the world around them, their knowledge of each other also grew.The spark of civilization and love grew in the wilds of the ancient era.Yet with the declaration of the Decree of Light and Order, unbounded demi-gods like Veera were branded as heretics by the Temple. After a futile struggle, they were sent to Mt. Ophean, to be reeducated by Edras, the Archmage of Veda.Physically weak, Veera suffered greatly on the long journey. Her pleas to the Temple Guards fell on deaf ears and only earned even harsher treatment from them. If not for the care that Maloch, Volkath and the others bestowed upon her, she would not have survived the journey.And so hatred for the Temple grew inside Veera's heart, even as she eagerly absorbed every last drop of knowledge that the Temple taught her. To defeat an enemy, you must first know them. The wisdom that Veera learned in the wilds were equally valuable in the Temple.Veera's performance earned Edras' approval, and she was hailed as the finest example of reeducation. Edras even promised to do all that he could to heal Veera's defect. Yet none of this changed Veera's view of the Temple, especially once she learned that the Creator meant for the demi-gods to rule over the world. Why should we not exercise our authority by our own will? Why should we be bound to this travesty, this piece of paper?And so when Volkath organized his resistance aided by the power of the Abyss, Veera joined his camp without hesitation and brought over numerous allies to join the war. Her guile and wisdom were of great benefit to the rebels, dealing a heavy blow to the defenders of the Temple, giving the rebels valuable time to escape.Her unrivalled mind for strategy assured her a prestigious place in the Abyss. Whether under Volkath or Maloch, Veera was always their most trusted advisor. She built the Abyss Legion into a formidable force, further solidifying her position and power.It is said that Veera calls herself Queen of the Night because she inherited the power of Maniara, Primal Night. No one has been able to prove this assertion - or disprove it - and Veera herself has remained quiet over the topic. What is undeniable is that Veera has long bid farewell to her physically weak self, gaining a new body that is both healthy and seductive. To overcome a defect of creation requires great power.To most inhabitants of the Abyss, Maloch is their indomitable commander and the lord of the realm in name. Yet it is Veera who truly pulls the strings behind the scenes, much like Ilumia does within the Temple.It takes wisdom to combat wisdom.",Veera_image.jpg
Violet,['marksman'],"['Tactical Fire', 'Fire in the Hole', 'Concussive Rounds']","“I hate sand! I hate storms! I hate my life! There’s not even enough water for a freaking shower!”At the border of the Desert of Death, the Demon Hunters trudged on with harsh gusts of sand in their faces. Violet, wishing with all her might that she could just bundle herself up in heavy layers of fabric, cursed out this uncivilized, rough and barbaric land of sand. Her current status should have exempted her from such an expedition, but she came along anyway, due to the guilt she felt towards the members of the legion, whom she considered her own children.Only a few of them knew why Violet, the successor to Federation General Hartford and the second Commander in Chief of the Demon Hunters, ignored the potential for promotion and instead insisted on investigating the corruption incidents that shook the Federation, despite this not being part of her job.Though she managed to arrest a small number of sneaky maggots, several suspects in higher positions were somehow proven innocent. Quillen, a member of the Federation Congress, for example, was found not guilty of embezzling, and was in fact shown to have donated anonymously multiple times to civilians who suffered losses from new policies he proposed. Violet was soon discovered to have conducted unauthorized investigations and got in trouble not only legally but also ethically. To minimize damage, she resigned from her post immediately and offered to give up her retirement pension in order to keep the civilians quiet.After that, Violet became a ranger who survived on bounty missions posted by the Federation. She would sometimes leave the territory and journey to other nations as a free mercenary. She was quite satisfied with this lifestyle—endless freedom, no designated route, lots to discover, and always on the go. However, as soon as she heard about the upcoming expedition of the Demon Hunters, she offered to return to her former team without hesitation.“Some things must be done,” Violet had once said to Old General Hartford before she decided to investigate the corruption, and now she was saying it again to her Demon Hunter colleagues of olden times, while continuing to “do things”, holding true to her words.The expedition team had already been in enemy territory for several weeks. They followed the strategy devised by Valhein, the legion’s Deputy Commander, and wiped out several monster lairs, ensuring that the Inferi wouldn’t be able to utilize the monsters on the front line. Meanwhile, their ally Murad also used his influence as the former Prince of the Empire to rally rebels all over the land, launching raids on mines and cities belonging to Azzen'Ka in conjunction with the Demon Hunters’ operations.As the conflict continued to escalate, the lack of supplies began to trouble the allies. The Rebels, led by Murad, could only collect a limited amount of food and drinkable water from the survivors of the Empire. They had few medical supplies, making it impossible to go on. Even the Valhein had fallen from a heat stroke and barely made it through by sheer will.To ensure a swift end to the battle, Violet was nominated as the new Deputy Commander. After all, no one else was as qualified for the position as she was.If they toiled on, there was little chance they could complete their objective.If they retreated, they could at least regroup for another round in the future.But it was still a difficult decision for Violet.“Old man, what would you have chosen?” She asked the image of Hartford that she conjured up in her head. The honored man was, when all was said and done, the one who had seen the potential in her and promoted her to Commander of the Elite Squad from a mere Junior Officer in the Investigation Bureau. Though she refused to admit that she did anything wrong, she still couldn’t help feeling guilty towards this kind old soul who did so much for her.“I might not continue with the attack, but I sure as hell wouldn’t retreat,” the Hartford in her head said. Violet remembered what Valhein and the boys nicknamed him—the one-eyed devil. After losing an eye to the Demons, Hartford still pulled out his bewitched revolver and blasted the Demons’ heads to pieces. Naturally, he was not one to give up.“Everyone!” With her mind set, Violet announced the new plan. “Split into teams of ten, disguise yourselves and blend into tribes, mines and cities. Feel free to start a guerrilla war wherever you find convenient.”“Each team shall consist of one Captain and two Vice Captains that make combat decisions. If two out of the three agree, it is a go. The Captain will relay orders from the Commander.”“Rebels working under Prince Murad, please coordinate with and support our guerrilla wars as much as possible. The sick and the injured shall be moved to a combat-free area by the rebels.”“The objective of this operation is to destroy as many enemy military factories as you can and extend their preparation period for war for as long as possible.” Sweeping her gaze past the pairs and pairs of resolute eyes in front of her, Violet bit her lip. “Do whatever you can to sustain the operation and attack enemy targets.”“Remember—we are not alone. All in the Allied Army, all intelligent life who fight for order and glory—they are all our allies.” Violet raised her arm and clenched her fist. “We shall show them what the Demon Hunters are made of! We shall show them the true might of the strongest legion in the Federation!”“Forward, Demon Hunters!”",Violet_image.jpg
Wisp,['marksman'],"['Loose Cannon', 'Barrel Bomb', 'Shock and Awe']","Not only is Wisp the adopted daughter of the renowned master Moren, she is also the younger sister of Max, the “Wunderkind”. While envied by many in Cedar City, a hub for talented elites from all around Athanor, Wisp secretly confessed that it’s difficult being the sister of a genius.But having a famous father and a genius brother does have its perks. Under their influences, Wisp became a tinkerer of machines at a very young age, even though everything she touched broke down mysteriously or simply exploded. Eventually she became known as the “Demolition Expert of the Lab”.“Don’t worry, it’s just wear and tear,” Moren always comforted Wisp with these kind words to encourage her to keep exploring. She believed him and carried on with her experiments, but at the expense of Max, who worked in the same lab and had to put up with mysterious explosions, shock waves and the mess that Wisp left behind...“Don’t worry, it’s just wear and tear,” Wisp would comfort Max with those very same words.In less than two years, Wisp had mastered everything about machines and what they are capable of. She also found her calling in bombs, which meant that she had to move into the mountainous areas with less residents to carry out advanced experiments.Naturally, Max was very happy about this arrangement, because it meant he would be free from the nightmare that is his sister. But being the big brother, he was still worried about her moving out, so he built her the “Destructor”, a mechanical transport that becomes deadly when loaded with ammunition.“Thank you, bro!” Wisp immediately climbed into the cockpit. Max suddenly recalled a fatal bug that he hadn’t fixed, but it was too late. The Destructor came to a halt after a series of grinding noises.Wisp scowled, “What was that? Did you build me something defective?”“It was just an accident!” Max replied, but he was really thinking, “well, you touched, it, so it broke down.”“Actually, you are now an extraordinary tinkerer, so you should fix it yourself,” Moren finally spoke up.“A piece of cake!” Wisp complied, slid down from the Destructor and grabbed the wrench from Max.Soon, Wisp and a functioning Destructor were on their way. Both Moren and Max had smiles on their faces as they saw her off. She was finally on her own. But before they even turned around to go home, an explosion rocked the area and they could hear Wisp screaming, “the energy core just exploded! Help me fix this!”",Wisp_image.jpg
Wonder Woman,['warrior'],"['Sword & Shield', 'Lasso of Truth', 'Bracelets of Submission']","Wonder Woman is Princess Diana of the immortal Amazons from Greek mythology. When army pilot Steve Trevor crashed on the warriors' secluded island paradise, Diana won the right to escort him home and make her people known to the world. Entering the cynical world of humanity for the first time, Diana found a people who needed a hero. Over the years, the ways of mankind have vexed Diana—war, hate, and a callous disregard for the health of the Earth—but her superhuman strength, speed, bulletproof bracelets, and the famed Lasso of Truth have aided her in the quest to bring order to humanity's chaotic ways. A warrior by birth and training, Wonder Woman fights evil while hoping to unlock the potential of a humanity she doesn't always understand—and it is this mission that has driven her to work in close concert with the Justice League. However, Wonder Woman's mission to promote peace on Earth is sometimes complicated by the political machinations and familial disagreements of her relatives—the gods and personas of Greek mythology. It was a message from her mother, Hippolyta, that eventually sent Wonder Woman to the realm of Athanor. Hippolyta had kept a secret from Diana her whole life—a secret that now threatened to tear Mount Olympus apart. Hippolyta confessed that she had a passionate affair with Zeus; the resulting child was none other than Diana. But Wonder Woman had no time to process the emotional uppercut she had just received, as she was attacked by Hera, Zeus' jealous wife. The ensuing battle involved many of the gods, but Wonder Woman was able to quell the fighting by binding Hera with her Lasso of Truth. Wonder Woman learned that Zeus had been missing from Olympus for some time—and in his absence, the gods were at war with each other, vying for control of Olympus. Zeus had left in search of the source of the gods' power: a star that was rumored to exist at the center of the universe. Knowing that without peace on Olympus, Earth and humanity would be threatened, Wonder Woman took it upon herself to find Zeus. But Hippolyta cautioned that what she would find in Athanor would make all of her previous challenges feel like child's play. There were gods in Athanor, with strange powers and magic that would rival anything that Wonder Woman had faced. But Athanor has never seen a hero like Wonder Woman. And when she eventually finds Zeus, what he tells her will have grave ramifications, not just for Olympus… but Earth as well.",Wonder Woman_image.jpg
Wukong,['assassin'],"['Shadow Clone', 'Great Sage', 'Monkey Business']","My magic staff is getting rusty!After completing the journey to the west, Wukong earned the title, Victorious Fighting Buddha for all his accomplishments, and he got to stay at Pūrva-videha to enjoy all the donations from the mortals. However, such a peaceful life was not suitable for the restless Wukong, who always thought about his days of adventuring on the Silk Road.Wukong had traveled thousands and thousands of miles by foot, and survived 81 tribulations. With the staff in hand, he defeated countless fierce monsters, increasing the body count along the way to the West. Wukong was never warm-hearted or well-behaved. Had he not been on Gautama Buddha's leash, he would have gotten into fights every day, even after becoming a god.When the crisis of Athanor spread to Pūrva-videha, Wukong knew that it was the chance he had been waiting for. Pretending to investigate the crisis, Wukong volunteered to head for Athanor, where he returned to his old self, alerting all heroes to his presence.As divinity tends to attract one another, Ilumia the Seer was the first to converse with Wukong. By her invitation, Wukong became one of the members of the Holy Hall and enjoyed the donations with the other deities. Ilumia promised that Wukong would not be bound by rules as long as he did no harm to Vedä. In other words, Wukong could battle any enemy hero at any time.I've been idle for 500 years. I can't wait any longer!",Wukong_image.jpg
Xeniel,['tank'],"['Divine Protection', 'Malleus', 'Angelic Splendor']","The dominion of the light cannot be stopped.Xeniel had a strong body and a resilient mind. As a pious disciple, Xeniel was absolutely loyal to the Holy Hall. His unwavering devotion drew the attention of Ilumia the Seer, who assisted him in becoming the head of the clergy.Everything is the will of the divine, and I'm honored to be at their command. Despite occupying such a powerful post, Xeniel was always humble and regarded orders as absolute. He wielded the Hammer of Penance, which served as a warning to all blasphemers; and he carried the Oracle of Enlightenment, spreading its words to the people. Within the Holy Hall, Xeniel's diligence and devoutness were unparalleled. For this, Ilumia awarded him the Six Wings, representing light and power.Xeniel's achievements were beyond Ilumia's expectations. During the dark invasions, Maloch and his legion of demons stormed the Holy Hall set on the mountaintop. Ilumia, in hopes of turning the tides of battle, appeared to boost the morale of her army in person. Lying in wait, Zephys and Nakroth took the opportunity to launch a surprise attack and ambush Ilumia, hoping to destroy her.Xeniel, spreading his six wings, descended from the sky and rescued Ilumia in the nick of time. His brawny physique withstood the attacks of Zephys and Nakroth. Although Xeniel was injured by numerous blades and projectiles, he stood tall and firm with his wings drenched in blood. The demon legion was taken aback by Xeniel's resilience and their attack halted, giving Airi the chance to ride out on her own and forge the legend of cutting off the demon's wings.After the battle, word of Xeniel's bravery spread across the continent and he became the Commander of Holy Hall, the same position as Yorn the Hotshot.Darkness has reached its end. Let the holy light shine on our land!",Xeniel_image.jpg
Yorn,['marksman'],"['Explosive Arrow', 'Heavenly Barrage', 'Heart Shot']","Darkness shatters in my presence!As the chief of the Holy Knights, Yorn had a strong body, handsome face, and brilliant archery skills. In battle, however brutal or gory it was, Yorn always took his stride in leading the Holy Knights to victory and glory. Because of his gracefulness, he was often mistaken as a fairy. In fact, Yorn was completely a human before being baptized. He was born in the Holy Hall and raised religiously. Yorn's biggest dream was praying piously for the Holy Hall and the Goddess until his death, yet, he was destined for more important responsibilities and duties.At that time, the first darkness invasion had been over hundreds of years ago. The human civilization of magic and technology had been thriving thanks to the territorial expansion. Meanwhile, as a result of the cooperation of the Holy Hall and the Kingdom of Okka, the cavalry spirit established by King Arthur, the first king of Okka, had been included in the doctrine of Illumina. The Holy Hall had also started to build up its own Holy Knights.Learning from the last war, Ilumia was finally aware that her demi-gods would be outnumbered by the ferocious Dark Army. Had the Forest of Shadows not struck back or Tel'Annas not shot that ultimate arrow, the world would have already been swallowed by darkness.Since the war ended hundreds of years ago, Ilumia had recruited and baptized a batch of faithful disciples from humans and orcs. The chosen ones effectively filled up the positions in the mid-management, so that she could execute her political plans more efficiently. The establishment of Holy Knights marked the fundamental upgrade in the Holy Hall's military power.The recruitment of Holy Knights took the teenagers by storm. Almost every teenager in the region practiced with each other every day on the arena to fight for the honor and glory of protecting the Holy Hall and the Goddess. Yorn was one of them, even though he was considered weak due to his ordinary human body, he still managed to pass the final round of the recruitment and secured his place in the army.What kept him brave and confident throughout the entire recruitment process was the prophecy from Jinnar when he once went to the church to pray. The prophecy went: Sky as bow, sun as arrows; divine arrow befalls, light outshines the sun and moon. The enigmatic prophecy perplexed Yorn, and Jinnar refused to explain it any further. To Yorn, his future was somehow related to bows and arrows. Since then, regardless of what stood in his way and no matter how his comrades ridiculed him, he put every effort in his archery training.Years later, Yorn had already become the chief of the Holy Knights. He was still grateful to the long period of training, which helped him through becoming a member of the Holy Knights, and also equipped him with broad strategic insights and unique fighting styles (killing enemies in one shot). For that, he was always in Jinnar's debt.On the contrary, Jinnar never admitted telling the fortune of Yorn. I was just promoted as a disciple at that time. My destiny power was very unstable, that's why the Goddess gave me an artifact to curb that power. So, I told you to do what you excel and avoid something you're not familiar with. That's what I meant and I didn't want to sound discouraging.Then, how did you know I'm a gifted archer? Yorn was determined to know the truth.Let me tell you a secret. I was obsessed with Tel'Annas, especially how she shot that ultimate arrow, so I was eager to make everyone learn archery!In disbelief, Yorn yelled, You were just trying to make a fool of me, weren't you?Does it matter now? Why so serious? said Jinnar, nonchalant.I heard something about you, Jinnar. You are afraid of the recoil of the destiny power, that's why you refused to admit having told me fortune. Am I right? Yorn scanned Jinnar, hoping to get the favorable answer.I told you again, and I tell you again-Don't be so serious about it. sighed Jinnar.I understand. Please accept my gratitude. I'll come back again.See you.",Yorn_image.jpg
Zanis,['warrior'],"['Blood Wyrm', 'Tail Sweep', ""Dragon's Wrath""]","Zanis' greatest achievement was undoubtedly his brave endeavor in saving the valuable life of the imperial successor.Since then, the people living on the slopes of Chang-Pan took pride in themselves for being in the birthplace of Zanis, the legendary Dragoon, who was respected by all. Even the undefeated Peerless Warlord, Lu Bu, paid his respects to Zanis. The swing of his spear is like that of a dragon: both furious and graceful. True fear is reflected in the eyes of his enemies when they face his spear in action. His prowess in battles and tactical brilliance could not be denied by any, not even his greatest enemies.I'm not a fighter, Zanis once whispered. Even the wise Zhuge Liang, nicknamed the Crouching Dragon, noticed Zanis was growing weary of the battles. Zhuge Liang could not let Zanis' potential go to waste, so he continued appointing Zanis tasks and missions, leaving him no time to second-guess himself. Regardless of Zanis' feelings towards combat, they never outweighed his loyalty to the emperor or the love for comrades. I may have grown weary of battle, but I'll always tend to my duties and fight whenever I am needed.",Zanis_image.jpg
